村里,姓名,年齡,COUNTY_ID,TOWN_ID,VILLAGE_ID,OBJECT_ID
屏東縣泰武鄉佳平村,潘明良Adrucangalj‧Lavan,56,10013,10013290,001,864
屏東縣泰武鄉武潭村,余國憲Giljegiljav‧Rusuraman,67,10013,10013290,002,866
屏東縣泰武鄉平和村,孫錦文,58,10013,10013290,003,863
屏東縣泰武鄉佳興村,徐秀蘭kumalia‧pakivan,52,10013,10013290,004,865
屏東縣泰武鄉泰武村,丁國屏,59,10013,10013290,005,867
屏東縣泰武鄉萬安村,邱正明,64,10013,10013290,006,795
屏東縣來義鄉來義村,洪嘉明,54,10013,10013300,001,676
屏東縣來義鄉義林村,劉英豪,44,10013,10013300,002,577
屏東縣來義鄉丹林村,沈義松,52,10013,10013300,003,673
屏東縣來義鄉古樓村,連瑞楨,55,10013,10013300,004,675
屏東縣來義鄉文樂村,陸旨成,58,10013,10013300,005,674
屏東縣來義鄉望嘉村,周榮進,67,10013,10013300,006,857
屏東縣來義鄉南和村,連正三,72,10013,10013300,007,677
屏東縣春日鄉春日村,孫貴木,56,10013,10013310,001,835
屏東縣春日鄉古華村,陸清木,51,10013,10013310,002,834
屏東縣春日鄉士文村,"白天清Kuliu  Kariri",58,10013,10013310,003,833
屏東縣春日鄉七佳村,陳水明Cingul‧Paarang,59,10013,10013310,004,831
屏東縣春日鄉歸崇村,林貴生,57,10013,10013310,005,836
屏東縣春日鄉力里村,吳金治,64,10013,10013310,006,832
屏東縣獅子鄉楓林村,何順吉,60,10013,10013320,001,733
屏東縣獅子鄉丹路村,卓萬吉tjukadr‧tjaruljivak,63,10013,10013320,002,727
屏東縣獅子鄉草埔村,朱山櫻,56,10013,10013320,003,732
屏東縣獅子鄉內文村,陳漢南,60,10013,10013320,004,728
屏東縣獅子鄉竹坑村,蔡錫金,64,10013,10013320,005,730
屏東縣獅子鄉獅子村,"沈庭芳Quwan ．Padjulu",60,10013,10013320,006,734
屏東縣獅子鄉內獅村,"張太雄uliu   ljavur",57,10013,10013320,007,729
屏東縣獅子鄉南世村,"陳義行Lulji ．Karidri",62,10013,10013320,008,731
屏東縣牡丹鄉石門村,林一江,53,10013,10013330,001,630
屏東縣牡丹鄉牡丹村,林光輝,58,10013,10013330,002,632
屏東縣牡丹鄉東源村,賴光明,65,10013,10013330,003,633
屏東縣牡丹鄉旭海村,潘呈清,37,10013,10013330,004,631
屏東縣牡丹鄉高士村,李德福,53,10013,10013330,005,634
屏東縣牡丹鄉四林村,曾蘭妹,58,10013,10013330,006,629
臺東縣台東市文化里,鄭秀雲,55,10014,10014010,023,2381
臺東縣台東市民族里,陳雪貞,60,10014,10014010,013,1518
臺東縣台東市自強里,陳源松,59,10014,10014010,012,2387
臺東縣台東市民生里,余振維,35,10014,10014010,008,2383
臺東縣台東市寶桑里,黃柏隆,60,10014,10014010,009,2555
臺東縣台東市民權里,余岱沅,43,10014,10014010,018,2384
臺東縣台東市四維里,楊耀乾,63,10014,10014010,014,2382
臺東縣台東市中華里,廖弘雅,71,10014,10014010,015,2189
臺東縣台東市仁愛里,廖朝琴,53,10014,10014010,019,2380
臺東縣台東市強國里,王文卿,51,10014,10014010,016,2353
臺東縣台東市大同里,吳佳真,42,10014,10014010,021,2376
臺東縣台東市成功里,葉誌讀,64,10014,10014010,022,2386
臺東縣台東市建國里,周連圳,54,10014,10014010,017,2395
臺東縣台東市中正里,張豐真,58,10014,10014010,020,2379
臺東縣台東市中山里,吳金蓮,59,10014,10014010,024,2377
臺東縣台東市興國里,黃啟川,53,10014,10014010,026,2361
臺東縣台東市鐵花里,陳錦河,51,10014,10014010,028,2437
臺東縣台東市東海里,陳嬰,70,10014,10014010,036,2390
臺東縣台東市復國里,陳惠敏,48,10014,10014010,025,2356
臺東縣台東市復興里,郭榮娟,46,10014,10014010,027,2357
臺東縣台東市新興里,詹益森,50,10014,10014010,037,2360
臺東縣台東市新生里,陳嵩志,61,10014,10014010,007,2358
臺東縣台東市中心里,余一峰,55,10014,10014010,011,2378
臺東縣台東市馬蘭里,黃正彥,73,10014,10014010,010,2351
臺東縣台東市光明里,晋志宏,52,10014,10014010,032,2385
臺東縣台東市豐年里,莊智凱,38,10014,10014010,031,2363
臺東縣台東市豐樂里,李忠明,63,10014,10014010,033,2554
臺東縣台東市永樂里,謝旺昌,60,10014,10014010,034,2364
臺東縣台東市康樂里,張清標,64,10014,10014010,035,2352
臺東縣台東市豐榮里,林松柏,38,10014,10014010,038,2553
臺東縣台東市豐谷里,莊新榮,63,10014,10014010,039,2550
臺東縣台東市豐里里,侯忠順,57,10014,10014010,040,2551
臺東縣台東市豐原里,尤增雲,62,10014,10014010,041,2552
臺東縣台東市富岡里,曾阿粉,53,10014,10014010,001,2354
臺東縣台東市富豐里,莊慶龍,67,10014,10014010,002,2355
臺東縣台東市南榮里,鍾秀蜜,49,10014,10014010,006,2393
臺東縣台東市岩灣里,陳俊魁,43,10014,10014010,003,2389
臺東縣台東市卑南里,陳志雄,54,10014,10014010,005,2388
臺東縣台東市南王里,陳聰智,56,10014,10014010,004,2392
臺東縣台東市豐田里,殷武男,69,10014,10014010,030,2362
臺東縣台東市新園里,陳輝宗,62,10014,10014010,029,2359
臺東縣台東市建和里,盧松源,66,10014,10014010,042,2394
臺東縣台東市建興里,林秀春,72,10014,10014010,043,2350
臺東縣台東市建業里,王正元,56,10014,10014010,044,2348
臺東縣台東市知本里,饒龍順,59,10014,10014010,045,2391
臺東縣台東市建農里,聶約翰,48,10014,10014010,046,2349
臺東縣成功鎮信義里,洪進榮,55,10014,10014020,008,2429
臺東縣成功鎮和平里,吳泰山,71,10014,10014020,007,2425
臺東縣成功鎮忠仁里,吳清展,60,10014,10014020,006,2426
臺東縣成功鎮忠智里,林聰傑,56,10014,10014020,005,2428
臺東縣成功鎮三民里,吳明光,64,10014,10014020,004,2424
臺東縣成功鎮三仙里,王信隆,62,10014,10014020,003,2423
臺東縣成功鎮忠孝里,陳文俊,54,10014,10014020,002,2427
臺東縣成功鎮博愛里,葉聰義,53,10014,10014020,001,2430
臺東縣關山鎮里壠里,潘顯堂,63,10014,10014030,005,2440
臺東縣關山鎮中福里,黃昭仁,59,10014,10014030,004,2438
臺東縣關山鎮新福里,羅桂榮,64,10014,10014030,003,2441
臺東縣關山鎮豐泉里,黃綱榮,62,10014,10014030,002,2444
臺東縣關山鎮月眉里,鄒秀清,61,10014,10014030,007,2439
臺東縣關山鎮德高里,戴運連,70,10014,10014030,001,2443
臺東縣關山鎮電光里,潘寶瑩,45,10014,10014030,006,2442
臺東縣卑南鄉賓朗村,古文誠,58,10014,10014040,008,2322
臺東縣卑南鄉美農村,吳文耀,60,10014,10014040,007,2318
臺東縣卑南鄉初鹿村,陳良誌,51,10014,10014040,006,2317
臺東縣卑南鄉明峰村,林永傑,79,10014,10014040,005,2315
臺東縣卑南鄉嘉豐村,沈藤叁,66,10014,10014040,001,2321
臺東縣卑南鄉太平村,賴榮豐,62,10014,10014040,010,2312
臺東縣卑南鄉泰安村,楊平南,47,10014,10014040,009,7432
臺東縣卑南鄉利嘉村,黃學臺,52,10014,10014040,011,2314
臺東縣卑南鄉東興村,胡進德,59,10014,10014040,012,2316
臺東縣卑南鄉溫泉村,廖金增,52,10014,10014040,013,2320
臺東縣卑南鄉富山村,黃文明,57,10014,10014040,003,2418
臺東縣卑南鄉富源村,羅再銘,60,10014,10014040,004,2319
臺東縣卑南鄉利吉村,何國基,48,10014,10014040,002,2313
臺東縣鹿野鄉鹿野村,張英宏,61,10014,10014050,006,7433
臺東縣鹿野鄉龍田村,陳濯源,64,10014,10014050,007,2366
臺東縣鹿野鄉永安村,陳振川,70,10014,10014050,004,2188
臺東縣鹿野鄉瑞隆村,黎萬和,51,10014,10014050,005,2346
臺東縣鹿野鄉瑞源村,陳光湧,51,10014,10014050,003,2419
臺東縣鹿野鄉瑞和村,徐智雄,58,10014,10014050,001,2365
臺東縣鹿野鄉瑞豐村,王青松,73,10014,10014050,002,2347
臺東縣池上鄉福原村,劉亦松,61,10014,10014060,005,2309
臺東縣池上鄉福文村,潘興義,61,10014,10014060,001,2308
臺東縣池上鄉慶豐村,李玉伍,57,10014,10014060,002,2310
臺東縣池上鄉大坡村,潘順傳,76,10014,10014060,003,2431
臺東縣池上鄉大埔村,謝東成,61,10014,10014060,004,2432
臺東縣池上鄉新興村,許金興,44,10014,10014060,007,2435
臺東縣池上鄉錦園村,李文源,50,10014,10014060,006,2311
臺東縣池上鄉萬安村,魏榮增,49,10014,10014060,008,2307
臺東縣池上鄉富興村,羅菊妹,50,10014,10014060,009,2434
臺東縣池上鄉振興村,張壯鑑,49,10014,10014060,010,2433
臺東縣東河鄉都蘭村,陳重勝,75,10014,10014070,007,2329
臺東縣東河鄉興昌村,林憲身,58,10014,10014070,006,2331
臺東縣東河鄉隆昌村,陳啟杉,58,10014,10014070,005,2330
臺東縣東河鄉東河村,林榮輝,63,10014,10014070,003,2327
臺東縣東河鄉泰源村,吳占勝,59,10014,10014070,002,2328
臺東縣東河鄉北源村,李重民,52,10014,10014070,001,2325
臺東縣東河鄉尚德村,陳其清,60,10014,10014070,004,2326
臺東縣長濱鄉寧埔村,林勝雄,56,10014,10014080,006,2339
臺東縣長濱鄉竹湖村,周光福,53,10014,10014080,005,2337
臺東縣長濱鄉長濱村,王崑亮,49,10014,10014080,004,2338
臺東縣長濱鄉忠勇村,張興龍,54,10014,10014080,003,2272
臺東縣長濱鄉三間村,黃勝勇,55,10014,10014080,002,2336
臺東縣長濱鄉樟原村,章雅豐,53,10014,10014080,001,2340
臺東縣太麻里鄉美和村,陳明輝,37,10014,10014090,001,2416
臺東縣太麻里鄉三和村,李忠川,55,10014,10014090,002,2412
臺東縣太麻里鄉華源村,張順福,48,10014,10014090,003,2422
臺東縣太麻里鄉北里村,王輝煌,61,10014,10014090,004,1519
臺東縣太麻里鄉大王村,李森,76,10014,10014090,006,2413
臺東縣太麻里鄉泰和村,賴美連,49,10014,10014090,005,2421
臺東縣太麻里鄉香蘭村,余東龍,48,10014,10014090,007,2417
臺東縣太麻里鄉金崙村,陳李雲清,53,10014,10014090,008,2415
臺東縣太麻里鄉多良村,馬光輝,56,10014,10014090,009,2414
臺東縣大武鄉南興村,林姚如,49,10014,10014100,005,2411
臺東縣大武鄉尚武村,李明燦,53,10014,10014100,004,2410
臺東縣大武鄉大武村,董炎輝,66,10014,10014100,003,2408
臺東縣大武鄉大鳥村,唐中興,61,10014,10014100,002,2409
臺東縣大武鄉大竹村,張德海,56,10014,10014100,001,2407
臺東縣綠島鄉南寮村,蘇振茂,52,10014,10014110,003,2375
臺東縣綠島鄉中寮村,洪富村,61,10014,10014110,002,2373
臺東縣綠島鄉公舘村,王勝德,48,10014,10014110,001,2374
臺東縣海端鄉加拿村,江金福,63,10014,10014120,006,6968
臺東縣海端鄉崁頂村,胡天國,58,10014,10014120,005,2342
臺東縣海端鄉海端村,邱蓮德,61,10014,10014120,004,2343
臺東縣海端鄉廣原村,王春發,48,10014,10014120,001,2344
臺東縣海端鄉霧鹿村,古振英,48,10014,10014120,002,2345
臺東縣海端鄉利稻村,古明良,58,10014,10014120,003,2341
臺東縣延平鄉桃源村,蔡文豪,44,10014,10014130,005,2436
臺東縣延平鄉紅葉村,胡再福,61,10014,10014130,003,2420
臺東縣延平鄉永康村,余進坤,44,10014,10014130,002,2323
臺東縣延平鄉武陵村,王義忠,62,10014,10014130,001,7791
臺東縣延平鄉鸞山村,邱士貴,64,10014,10014130,004,2324
臺東縣金峰鄉嘉蘭村,林教廣,52,10014,10014140,003,2333
臺東縣金峰鄉正興村,姜東明,56,10014,10014140,002,2332
臺東縣金峰鄉新興村,季孝德,57,10014,10014140,001,2190
臺東縣金峰鄉賓茂村,林明治,51,10014,10014140,004,2334
臺東縣金峰鄉歷坵村,邱江南,69,10014,10014140,005,2335
臺東縣達仁鄉安朔村,汪淑惠,56,10014,10014150,004,2369
臺東縣達仁鄉南田村,高富源,56,10014,10014150,006,2370
臺東縣達仁鄉森永村,林孟潤,53,10014,10014150,005,2371
臺東縣達仁鄉新化村,陳碧茹,62,10014,10014150,003,2372
臺東縣達仁鄉台坂村,吳金修,61,10014,10014150,001,2368
臺東縣達仁鄉土坂村,廖新一,50,10014,10014150,002,2367
臺東縣蘭嶼鄉椰油村,鍾金川,54,10014,10014160,004,2448
臺東縣蘭嶼鄉紅頭村,謝阿生,61,10014,10014160,003,2446
臺東縣蘭嶼鄉東清村,鄭福利,59,10014,10014160,001,2445
臺東縣蘭嶼鄉朗島村,郭惠妹,51,10014,10014160,002,2447
花蓮縣花蓮市民立里,蕭文龍,50,10015,10015010,001,2497
花蓮縣花蓮市民運里,林美靜,54,10015,10015010,002,7434
花蓮縣花蓮市民族里,陳瑞萍,50,10015,10015010,003,2503
花蓮縣花蓮市主信里,吳健澧,60,10015,10015010,004,2487
花蓮縣花蓮市主睦里,黃榮康,43,10015,10015010,005,2491
花蓮縣花蓮市主和里,黃秋來,62,10015,10015010,006,2486
花蓮縣花蓮市國威里,沈永春,65,10015,10015010,007,7222
花蓮縣花蓮市國風里,黃秀霖,51,10015,10015010,008,2513
花蓮縣花蓮市民德里,周玉寶,61,10015,10015010,009,2506
花蓮縣花蓮市民意里,顏春有,55,10015,10015010,010,2505
花蓮縣花蓮市民治里,曾記孟,82,10015,10015010,011,2501
花蓮縣花蓮市主義里,潘文賢,55,10015,10015010,012,7794
花蓮縣花蓮市主工里,姜梅蘭,63,10015,10015010,013,2458
花蓮縣花蓮市主農里,劉冠宏,66,10015,10015010,014,2492
花蓮縣花蓮市國治里,林添貴,65,10015,10015010,015,2512
花蓮縣花蓮市國富里,莊萬來,64,10015,10015010,016,2516
花蓮縣花蓮市民政里,林志鵬,52,10015,10015010,017,2502
花蓮縣花蓮市民勤里,黎新順,53,10015,10015010,018,2504
花蓮縣花蓮市民生里,吳明崇,63,10015,10015010,019,2496
花蓮縣花蓮市主商里,楊水泉,79,10015,10015010,020,2489
花蓮縣花蓮市主學里,陳紀美雲,67,10015,10015010,021,2493
花蓮縣花蓮市國光里,魏陽進,67,10015,10015010,022,2509
花蓮縣花蓮市國聯里,莊春來,62,10015,10015010,023,2522
花蓮縣花蓮市國強里,吳逸仁,61,10015,10015010,024,2514
花蓮縣花蓮市民心里,孫華祥,54,10015,10015010,025,6969
花蓮縣花蓮市民樂里,黃村吉,69,10015,10015010,026,2507
花蓮縣花蓮市民主里,王文德,53,10015,10015010,027,2495
花蓮縣花蓮市主勤里,賴正雄,70,10015,10015010,028,2490
花蓮縣花蓮市主力里,林建成,63,10015,10015010,029,2457
花蓮縣花蓮市國安里,趙瑞平,52,10015,10015010,030,2510
花蓮縣花蓮市國慶里,蔡貴宗,61,10015,10015010,032,2520
花蓮縣花蓮市民享里,徐春蓮,56,10015,10015010,033,2500
花蓮縣花蓮市民有里,王文通,68,10015,10015010,034,2498
花蓮縣花蓮市民權里,曾碧蓮,53,10015,10015010,035,2508
花蓮縣花蓮市主計里,張憲聰,63,10015,10015010,036,2488
花蓮縣花蓮市主權里,潘素裝,63,10015,10015010,037,2494
花蓮縣花蓮市國華里,林淑梅,58,10015,10015010,038,2517
花蓮縣花蓮市國防里,黃文彬,58,10015,10015010,039,2511
花蓮縣花蓮市國福里,游敬福,68,10015,10015010,040,2518
花蓮縣花蓮市國裕里,吳柏萬,55,10015,10015010,041,2747
花蓮縣花蓮市主安里,許願神,60,10015,10015010,042,2459
花蓮縣花蓮市國盛里,張芝瑜,61,10015,10015010,043,2515
花蓮縣花蓮市國興里,劉裕源,67,10015,10015010,044,2521
花蓮縣花蓮市民孝里,邱末郎,69,10015,10015010,045,2499
花蓮縣鳳林鎮鳳仁里,林木田,62,10015,10015020,001,2601
花蓮縣鳳林鎮鳳義里,詹前正,48,10015,10015020,002,2604
花蓮縣鳳林鎮鳳禮里,施明通,59,10015,10015020,003,2605
花蓮縣鳳林鎮鳳智里,戴銘鴻,32,10015,10015020,004,2603
花蓮縣鳳林鎮鳳信里,徐蓬忠,65,10015,10015020,005,2602
花蓮縣鳳林鎮山興里,洪福文,54,10015,10015020,006,2585
花蓮縣鳳林鎮大榮里,莊張港,60,10015,10015020,007,2584
花蓮縣鳳林鎮北林里,邱煥光,52,10015,10015020,008,2586
花蓮縣鳳林鎮南平里,陳文乾,63,10015,10015020,009,2599
花蓮縣鳳林鎮林榮里,陳嬌妹,61,10015,10015020,010,2597
花蓮縣鳳林鎮長橋里,周清豪,39,10015,10015020,011,2598
花蓮縣鳳林鎮森榮里,謝玉珍,71,10015,10015020,012,2600
花蓮縣玉里鎮中城里,吳朝成,62,10015,10015030,001,2460
花蓮縣玉里鎮啟模里,邱顯義,63,10015,10015030,002,2468
花蓮縣玉里鎮永昌里,趙琦文,48,10015,10015030,003,2461
花蓮縣玉里鎮泰昌里,李家樑,47,10015,10015030,004,2466
花蓮縣玉里鎮國武里,顏秀美,54,10015,10015030,005,2467
花蓮縣玉里鎮源城里,徐永成,54,10015,10015030,006,2469
花蓮縣玉里鎮長良里,黃峯雄,74,10015,10015030,007,2464
花蓮縣玉里鎮樂合里,陳慶安,58,10015,10015030,008,2471
花蓮縣玉里鎮東豐里,曾國旗,42,10015,10015030,009,2462
花蓮縣玉里鎮觀音里,陳善勇,69,10015,10015030,010,2623
花蓮縣玉里鎮松浦里,林誠觀,48,10015,10015030,011,2463
花蓮縣玉里鎮春日里,陳青廉,67,10015,10015030,012,2465
花蓮縣玉里鎮德武里,余榮富,51,10015,10015030,013,2470
花蓮縣玉里鎮三民里,巫昇錫,67,10015,10015030,014,2548
花蓮縣玉里鎮大禹里,張添富,56,10015,10015030,015,2549
花蓮縣新城鄉新城村,林聖鈞,57,10015,10015040,001,2540
花蓮縣新城鄉順安村,黃仲祥,61,10015,10015040,002,2539
花蓮縣新城鄉康樂村,傅春財,64,10015,10015040,003,2538
花蓮縣新城鄉北埔村,王秋香,58,10015,10015040,004,2536
花蓮縣新城鄉佳林村,何禮飛,55,10015,10015040,005,2537
花蓮縣新城鄉嘉里村,何禮鳳,56,10015,10015040,006,2541
花蓮縣新城鄉嘉新村,邱明雄,54,10015,10015040,007,2542
花蓮縣新城鄉大漢村,傅緯豪,29,10015,10015040,008,2535
花蓮縣吉安鄉北昌村,黃加成,60,10015,10015050,001,2557
花蓮縣吉安鄉勝安村,劉玉蓮,64,10015,10015050,002,2587
花蓮縣吉安鄉太昌村,周明宗,46,10015,10015050,003,2556
花蓮縣吉安鄉永安村,郭仁添,50,10015,10015050,004,2558
花蓮縣吉安鄉慶豐村,鄭高富,64,10015,10015050,005,2589
花蓮縣吉安鄉吉安村,鄧双奎,59,10015,10015050,006,2563
花蓮縣吉安鄉福興村,黃朝彬,62,10015,10015050,007,2588
花蓮縣吉安鄉南華村,蕭萬生,59,10015,10015050,008,2567
花蓮縣吉安鄉干城村,林宗勝,57,10015,10015050,009,2643
花蓮縣吉安鄉永興村,陳源忠,58,10015,10015050,010,2559
花蓮縣吉安鄉稻香村,鄧桂英,58,10015,10015050,011,2590
花蓮縣吉安鄉南昌村,陳振興,56,10015,10015050,012,2566
花蓮縣吉安鄉宜昌村,范來新,60,10015,10015050,013,2564
花蓮縣吉安鄉仁里村,楊昇達,63,10015,10015050,014,2648
花蓮縣吉安鄉東昌村,魏錦添,58,10015,10015050,015,2565
花蓮縣吉安鄉仁安村,邱振文,63,10015,10015050,016,2647
花蓮縣吉安鄉仁和村,賴明章,67,10015,10015050,017,2649
花蓮縣吉安鄉光華村,葉光南,45,10015,10015050,018,2560
花蓮縣壽豐鄉樹湖村,彭榮華,63,10015,10015060,001,2561
花蓮縣壽豐鄉溪口村,林明光,55,10015,10015060,002,2645
花蓮縣壽豐鄉豐山村,雷國萬,56,10015,10015060,003,2562
花蓮縣壽豐鄉豐裡村,張瑞源,51,10015,10015060,004,2582
花蓮縣壽豐鄉豐坪村,李金芳,53,10015,10015060,005,2568
花蓮縣壽豐鄉共和村,黃見輝,68,10015,10015060,006,2633
花蓮縣壽豐鄉壽豐村,楊國亮,76,10015,10015060,007,2646
花蓮縣壽豐鄉光榮村,張玉妹,64,10015,10015060,008,2632
花蓮縣壽豐鄉池南村,陳美妹,55,10015,10015060,009,2634
花蓮縣壽豐鄉平和村,張裕勝,48,10015,10015060,010,2631
花蓮縣壽豐鄉志學村,蔡漢東,58,10015,10015060,011,2644
花蓮縣壽豐鄉米棧村,吳進興,61,10015,10015060,012,2635
花蓮縣壽豐鄉月眉村,周光明,47,10015,10015060,013,2483
花蓮縣壽豐鄉水璉村,蔡素月,46,10015,10015060,014,2484
花蓮縣壽豐鄉鹽寮村,龔志冠,51,10015,10015060,015,2583
花蓮縣光復鄉大安村,陳平復,68,10015,10015070,001,2627
花蓮縣光復鄉大華村,曾天滄,66,10015,10015070,002,2630
花蓮縣光復鄉大平村,楊繼東,45,10015,10015070,003,2624
花蓮縣光復鄉大馬村,王梓安,57,10015,10015070,004,2628
花蓮縣光復鄉大同村,吳張義,47,10015,10015070,005,2626
花蓮縣光復鄉大進村,許亮瓊,70,10015,10015070,006,2636
花蓮縣光復鄉大全村,陳萬來,72,10015,10015070,007,2625
花蓮縣光復鄉大興村,劉建榮,50,10015,10015070,008,2637
花蓮縣光復鄉大富村,江兆億,69,10015,10015070,009,2629
花蓮縣光復鄉大豐村,黃玉嬌,64,10015,10015070,010,2638
花蓮縣光復鄉東富村,鄭金寶,56,10015,10015070,011,2641
花蓮縣光復鄉西富村,劉貴滿,69,10015,10015070,012,2640
花蓮縣光復鄉南富村,林萬德,57,10015,10015070,013,2642
花蓮縣光復鄉北富村,李德祿,72,10015,10015070,014,2639
花蓮縣豐濱鄉豐濱村,張温流,66,10015,10015080,001,2610
花蓮縣豐濱鄉新社村,李文盛,70,10015,10015080,002,2607
花蓮縣豐濱鄉磯崎村,劉振生,48,10015,10015080,003,2609
花蓮縣豐濱鄉港口村,賴清温,66,10015,10015080,004,2606
花蓮縣豐濱鄉靜浦村,李威寰,56,10015,10015080,005,2608
花蓮縣瑞穗鄉瑞穗村,吳萬德,60,10015,10015090,001,2474
花蓮縣瑞穗鄉瑞美村,莊文貴,67,10015,10015090,002,2472
花蓮縣瑞穗鄉瑞良村,黃義雄,68,10015,10015090,003,7793
花蓮縣瑞穗鄉瑞祥村,黃永奎,63,10015,10015090,004,2473
花蓮縣瑞穗鄉瑞北村,李孔忠,51,10015,10015090,005,2547
花蓮縣瑞穗鄉舞鶴村,李旭文,49,10015,10015090,006,2475
花蓮縣瑞穗鄉鶴岡村,黃忠盛,67,10015,10015090,007,2476
花蓮縣瑞穗鄉奇美村,蔣國雄,52,10015,10015090,008,2543
花蓮縣瑞穗鄉富源村,周玉梅,45,10015,10015090,009,2545
花蓮縣瑞穗鄉富民村,劉賢明,61,10015,10015090,010,2544
花蓮縣瑞穗鄉富興村,莊明州,74,10015,10015090,011,2546
花蓮縣富里鄉吳江村,梁金財,53,10015,10015100,001,2526
花蓮縣富里鄉東里村,徐榮富,69,10015,10015100,002,2528
花蓮縣富里鄉萬寧村,鍾人良,57,10015,10015100,003,2531
花蓮縣富里鄉新興村,葉日信,73,10015,10015100,004,2530
花蓮縣富里鄉竹田村,劉貴春,68,10015,10015100,005,2525
花蓮縣富里鄉羅山村,金崑祥,58,10015,10015100,006,2534
花蓮縣富里鄉石牌村,許智聰,60,10015,10015100,007,2524
花蓮縣富里鄉明里村,陳正雄,71,10015,10015100,008,2527
花蓮縣富里鄉富里村,林瑞廣,52,10015,10015100,009,2485
花蓮縣富里鄉永豐村,劉正鋼,60,10015,10015100,010,2523
花蓮縣富里鄉豐南村,王晉賢,49,10015,10015100,011,2533
花蓮縣富里鄉富南村,吳銀英,63,10015,10015100,012,2529
花蓮縣富里鄉學田村,林春德,67,10015,10015100,013,2532
花蓮縣秀林鄉崇德村,呂明勝,69,10015,10015110,001,2596
花蓮縣秀林鄉富世村,劉毓秀,65,10015,10015110,002,7792
花蓮縣秀林鄉秀林村,金清彩,65,10015,10015110,003,2593
花蓮縣秀林鄉水源村,張玉美,72,10015,10015110,004,2592
花蓮縣秀林鄉銅門村,葉清賢,59,10015,10015110,005,2450
花蓮縣秀林鄉文蘭村,高義盛,56,10015,10015110,006,2591
花蓮縣秀林鄉景美村,徐美智,63,10015,10015110,007,2449
花蓮縣秀林鄉佳民村,林智勇,50,10015,10015110,008,2594
花蓮縣秀林鄉和平村,江建成,63,10015,10015110,009,2595
花蓮縣萬榮鄉西林村,張明賢,48,10015,10015120,001,2477
花蓮縣萬榮鄉見晴村,王菊妹,57,10015,10015120,002,2478
花蓮縣萬榮鄉萬榮村,伍曉凌,41,10015,10015120,003,2482
花蓮縣萬榮鄉明利村,劉添順,55,10015,10015120,004,2479
花蓮縣萬榮鄉馬遠村,馬平貴,61,10015,10015120,005,2481
花蓮縣萬榮鄉紅葉村,李水泉,63,10015,10015120,006,2480
花蓮縣卓溪鄉崙山村,景月桃,66,10015,10015130,001,2456
花蓮縣卓溪鄉立山村,葉光明,55,10015,10015130,002,2453
花蓮縣卓溪鄉太平村,蕭梅瑛,48,10015,10015130,003,2451
花蓮縣卓溪鄉卓溪村,高昌妹,70,10015,10015130,004,2455
花蓮縣卓溪鄉卓清村,吳玉蘭,56,10015,10015130,005,2454
花蓮縣卓溪鄉古風村,李桂英,46,10015,10015130,006,2452
澎湖縣馬公市復興里,紀招治,66,10016,10016010,002,1263
澎湖縣馬公市長安里,呂美鳳,57,10016,10016010,003,7746
澎湖縣馬公市中央里,項宗信,74,10016,10016010,004,1241
澎湖縣馬公市啟明里,謝宗輝,66,10016,10016010,005,1262
澎湖縣馬公市重慶里,葉建祿,78,10016,10016010,006,1258
澎湖縣馬公市中興里,許玉堂,74,10016,10016010,007,1242
澎湖縣馬公市光復里,黃敏惠,57,10016,10016010,008,1247
澎湖縣馬公市光榮里,劉重德,59,10016,10016010,009,1249
澎湖縣馬公市光明里,陳黃淑媛,68,10016,10016010,010,1246
澎湖縣馬公市朝陽里,陳秋尚,78,10016,10016010,011,1264
澎湖縣馬公市陽明里,黃信義,70,10016,10016010,012,1175
澎湖縣馬公市重光里,陳天成,64,10016,10016010,013,1257
澎湖縣馬公市西衛里,藍銘洲,60,10016,10016010,014,1252
澎湖縣馬公市西文里,林見芳,54,10016,10016010,015,1251
澎湖縣馬公市東文里,莊仲瑜,50,10016,10016010,016,1253
澎湖縣馬公市案山里,蔡德榮,75,10016,10016010,017,1260
澎湖縣馬公市光華里,蔡武智,53,10016,10016010,018,1248
澎湖縣馬公市前寮里,陳有用,75,10016,10016010,019,1256
澎湖縣馬公市石泉里,陳克順,76,10016,10016010,020,1245
澎湖縣馬公市菜園里,黃文福,42,10016,10016010,021,1174
澎湖縣馬公市東衛里,莊丁榜,63,10016,10016010,022,1254
澎湖縣馬公市安宅里,胡明忠,67,10016,10016010,023,1250
澎湖縣馬公市烏崁里,葉文從,65,10016,10016010,024,1261
澎湖縣馬公市興仁里,王太平,50,10016,10016010,025,1176
澎湖縣馬公市鐵線里,陳順志,41,10016,10016010,026,1177
澎湖縣馬公市山水里,陳長久,65,10016,10016010,027,1240
澎湖縣馬公市鎖港里,吳志宏,42,10016,10016010,028,932
澎湖縣馬公市五德里,歐明善,50,10016,10016010,029,1244
澎湖縣馬公市井垵里,歐連賀,74,10016,10016010,030,1243
澎湖縣馬公市嵵裡里,林献堂,69,10016,10016010,031,1239
澎湖縣馬公市風櫃里,顏永陸,49,10016,10016010,032,1259
澎湖縣馬公市虎井里,陳大川,51,10016,10016010,033,1255
澎湖縣馬公市桶盤里,蘇文弘,53,10016,10016010,034,933
澎湖縣湖西鄉湖西村,辛清三,68,10016,10016020,001,1142
澎湖縣湖西鄉湖東村,許君潤,66,10016,10016020,002,1143
